cla_age_5,sexe,dept,Ntop,Npop,prev,Niveau prioritaire,no2,o3,pm10
90-94,1,77,440.0,2580,17.086,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
90-94,1,0,3860.0,27080,14.246,"1,2,3",,,
90-94,2,91,780.0,6570,11.94,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,92,1150.0,10340,11.124,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
90-94,9,78,1380.0,11750,11.701,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
90-94,9,91,1160.0,9240,12.581,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
90-94,9,92,1740.0,14680,11.832,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
90-94,9,95,1020.0,7860,13.012,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
95et+,1,91,110.0,660,16.159,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
95et+,1,95,80.0,560,13.369,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
95et+,2,78,320.0,3130,10.259,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
95et+,2,92,460.0,4340,10.604,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
95et+,2,93,240.0,2010,11.718,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
95et+,2,95,220.0,2060,10.766,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
95et+,2,0,2910.0,26410,11.013,"1,2,3",,,
95et+,9,95,300.0,2620,11.323,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,78,33230.0,674620,4.925,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,92,33750.0,721730,4.676,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
tsage,1,0,277180.0,5555800,4.989,"1,2,3",,,
tsage,2,75,49270.0,1117200,4.41,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
tsage,2,77,37220.0,707370,5.262,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
tsage,9,77,73290.0,1356490,5.403,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
tsage,9,78,67150.0,1410220,4.762,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
tsage,9,91,59960.0,1259350,4.761,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
tsage,9,94,64820.0,1320270,4.91,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
tsage,9,0,574020.0,11719350,4.898,"1,2,3",,,
00-04,1,77,3630.0,46710,7.769,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
00-04,1,78,4070.0,47390,8.583,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
00-04,1,91,3180.0,45170,7.03,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
00-04,1,0,31380.0,408030,7.69,"1,2,3",,,
00-04,2,91,1920.0,43320,4.427,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
00-04,2,93,2770.0,61820,4.473,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
00-04,9,91,5090.0,88490,5.756,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
00-04,9,92,7640.0,106070,7.206,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
00-04,9,93,7390.0,127000,5.82,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
00-04,9,0,50450.0,796540,6.334,"1,2,3",,,
05-09,1,92,2900.0,51480,5.629,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
05-09,1,95,2980.0,46110,6.451,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
05-09,2,77,2120.0,46980,4.521,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
05-09,2,93,2520.0,57610,4.375,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
05-09,2,94,1590.0,43220,3.682,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
05-09,2,0,15140.0,380000,3.983,"1,2,3",,,
05-09,9,77,5490.0,96370,5.693,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
05-09,9,91,4200.0,88980,4.72,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
05-09,9,92,4780.0,100790,4.743,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
05-09,9,93,6520.0,117690,5.537,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
10-14,1,77,2340.0,46420,5.039,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
10-14,2,94,970.0,39100,2.489,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
10-14,2,0,9530.0,352050,2.707,"1,2,3",,,
10-14,9,77,3790.0,91650,4.139,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
10-14,9,91,2760.0,82420,3.346,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
15-19,1,75,1220.0,45740,2.663,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
15-19,1,92,960.0,41490,2.314,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
15-19,1,95,960.0,37160,2.594,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
15-19,2,95,900.0,37420,2.4,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
15-19,2,0,7520.0,334830,2.246,"1,2,3",,,
15-19,9,78,2000.0,88430,2.259,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
15-19,9,92,1820.0,83440,2.185,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
15-19,9,94,1650.0,73800,2.229,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
15-19,9,95,1860.0,74590,2.496,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
20-24,1,95,630.0,32460,1.941,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
20-24,2,77,930.0,41470,2.235,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
20-24,2,91,760.0,39280,1.932,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
20-24,2,92,810.0,44710,1.805,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
20-24,9,77,1700.0,77460,2.193,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
20-24,9,91,1380.0,73700,1.876,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
20-24,9,94,1370.0,74200,1.842,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
20-24,9,0,12430.0,662220,1.877,"1,2,3",,,
25-29,1,0,6670.0,376740,1.769,"1,2,3",,,
25-29,2,77,1110.0,46350,2.397,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
25-29,2,91,1020.0,44610,2.287,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
25-29,2,92,1080.0,59980,1.807,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
25-29,2,93,1370.0,59800,2.283,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
25-29,2,95,1010.0,43850,2.306,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
25-29,9,75,3090.0,204180,1.512,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
25-29,9,91,1690.0,82160,2.054,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
25-29,9,95,1680.0,79280,2.123,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
30-34,1,93,1150.0,51690,2.231,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
30-34,1,95,870.0,38840,2.237,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
30-34,2,75,1770.0,96070,1.837,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
30-34,2,91,1200.0,45930,2.617,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
30-34,2,92,1370.0,63920,2.135,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
30-34,9,77,2380.0,90400,2.633,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
30-34,9,93,2910.0,113790,2.556,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
30-34,9,94,2210.0,95930,2.302,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
30-34,9,0,19510.0,855960,2.279,"1,2,3",,,
35-39,1,77,1240.0,43570,2.853,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
35-39,1,95,1060.0,40760,2.596,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
35-39,1,0,9740.0,396710,2.455,"1,2,3",,,
35-39,2,91,1410.0,45440,3.105,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
35-39,2,93,2110.0,60590,3.487,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
35-39,2,94,1470.0,51410,2.859,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
35-39,2,95,1420.0,46000,3.082,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
35-39,2,0,12890.0,446980,2.883,"1,2,3",,,
35-39,9,75,3390.0,154300,2.194,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
35-39,9,77,2940.0,93780,3.13,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
35-39,9,78,2550.0,94930,2.683,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
35-39,9,94,2510.0,95960,2.615,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
35-39,9,95,2480.0,86760,2.854,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,91,1240.0,41630,2.976,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
40-44,1,92,1360.0,53370,2.539,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
40-44,2,78,1560.0,50180,3.115,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
40-44,2,93,2280.0,53320,4.273,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
40-44,2,0,14660.0,417710,3.509,"1,2,3",,,
40-44,9,93,3920.0,106030,3.694,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
40-44,9,94,2940.0,92080,3.188,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
40-44,9,95,2860.0,82600,3.466,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
40-44,9,0,25930.0,812810,3.19,"1,2,3",,,
45-49,1,75,2140.0,70290,3.04,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,78,1570.0,48840,3.215,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
45-49,2,75,2580.0,72340,3.572,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,91,1870.0,45260,4.136,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,92,2160.0,57500,3.753,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
45-49,9,75,4720.0,142630,3.31,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
45-49,9,94,3490.0,90820,3.838,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
50-54,1,91,1690.0,42170,4.003,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,95,1740.0,38570,4.514,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
50-54,2,75,3160.0,71500,4.413,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
50-54,2,93,3220.0,49670,6.483,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
50-54,2,95,2400.0,41230,5.819,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
50-54,9,75,5680.0,137670,4.127,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
50-54,9,93,5570.0,97690,5.699,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,91,2040.0,38380,5.31,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,95,2040.0,35640,5.72,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,0,18830.0,340400,5.532,"1,2,3",,,
55-59,2,78,2530.0,45890,5.518,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
55-59,9,75,6790.0,125310,5.416,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
55-59,9,93,6360.0,88300,7.201,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
60-64,1,75,3310.0,51860,6.375,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,77,2810.0,35490,7.927,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,92,2260.0,34430,6.577,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,95,2320.0,30380,7.641,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
60-64,2,92,2960.0,41290,7.164,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,3730.0,40080,9.304,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,94,2800.0,36260,7.72,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
60-64,9,75,7460.0,112960,6.6,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
60-64,9,95,5010.0,63800,7.857,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
60-64,9,0,45140.0,609760,7.403,"1,2,3",,,
65-69,1,95,2470.0,26280,9.414,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,75,4730.0,60060,7.869,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
65-69,2,78,2800.0,36300,7.7,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
65-69,2,93,3270.0,32690,9.994,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,0,24630.0,292190,8.428,"1,2,3",,,
65-69,9,75,8740.0,109750,7.959,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
65-69,9,78,5380.0,68590,7.844,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
65-69,9,92,5610.0,68590,8.181,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
65-69,9,94,5390.0,60380,8.919,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
65-69,9,95,5100.0,54890,9.294,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,78,2500.0,26450,9.44,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,92,2420.0,25080,9.636,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
70-74,1,94,2310.0,21480,10.763,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,95,2070.0,18710,11.045,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
70-74,2,77,2420.0,24800,9.748,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,91,2090.0,24060,8.674,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,92,2560.0,29800,8.602,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,95,2020.0,20380,9.933,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
70-74,9,78,5030.0,55190,9.109,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
70-74,9,93,5240.0,45210,11.582,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
70-74,9,95,4090.0,39080,10.465,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,75,3060.0,27370,11.181,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,77,1950.0,17090,11.384,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
75-79,2,0,16930.0,162630,10.409,"1,2,3",,,
75-79,9,92,4010.0,39270,10.205,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
75-79,9,94,3780.0,33150,11.403,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,92,1720.0,13730,12.49,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,78,1920.0,18690,10.292,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,91,1680.0,16020,10.482,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
80-84,2,95,1570.0,13080,12.034,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
80-84,9,92,3890.0,34100,11.412,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
80-84,9,0,29930.0,247850,12.076,"1,2,3",,,
85-89,1,77,1010.0,6500,15.534,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,1120.0,8470,13.158,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,94,1110.0,7570,14.616,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,95,840.0,5730,14.677,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
00-04,2,75,,52570,,2,36.11232876712329,29.65205479452055,34.893150684931506
00-04,2,77,,44310,,2,30.12328767123288,35.38904109589041,33.2054794520548
00-04,2,78,,44760,,2,27.378082191780823,35.106849315068494,31.126027397260277
00-04,2,91,,43320,,2,28.649315068493152,34.536986301369865,30.945205479452056
00-04,2,92,,51560,,2,33.57260273972603,31.04383561643836,33.69315068493151
00-04,2,93,,61820,,2,35.93150684931507,32.013698630136986,34.78904109589041
00-04,2,94,,45680,,2,33.66027397260274,31.40821917808219,33.74520547945205
00-04,2,0,,388510,,2,,,
00-04,9,78,,92150,,2,27.378082191780823,35.106849315068494,31.126027397260277
00-04,9,91,,88490,,2,28.649315068493152,34.536986301369865,30.945205479452056
00-04,9,92,,106070,,2,33.57260273972603,31.04383561643836,33.69315068493151
00-04,9,94,,93090,,2,33.66027397260274,31.40821917808219,33.74520547945205
00-04,9,95,,91210,,2,31.115068493150684,35.342465753424655,33.05205479452055
05-09,1,77,,49390,,2,30.12328767123288,35.38904109589041,33.2054794520548
05-09,1,91,,45440,,2,28.649315068493152,34.536986301369865,30.945205479452056
05-09,1,93,,60080,,2,35.93150684931507,32.013698630136986,34.78904109589041
05-09,1,95,,46110,,2,31.115068493150684,35.342465753424655,33.05205479452055
05-09,1,0,,397230,,2,,,
05-09,2,78,,47150,,2,27.378082191780823,35.106849315068494,31.126027397260277
05-09,2,93,,57610,,2,35.93150684931507,32.013698630136986,34.78904109589041
05-09,9,78,,97240,,2,27.378082191780823,35.106849315068494,31.126027397260277
05-09,9,94,,88290,,2,33.66027397260274,31.40821917808219,33.74520547945205
10-14,1,77,,46420,,2,30.12328767123288,35.38904109589041,33.2054794520548
10-14,1,92,,46990,,2,33.57260273972603,31.04383561643836,33.69315068493151
10-14,2,91,,40500,,2,28.649315068493152,34.536986301369865,30.945205479452056
10-14,2,95,,40020,,2,31.115068493150684,35.342465753424655,33.05205479452055
10-14,2,0,,352050,,2,,,
10-14,9,91,,82420,,2,28.649315068493152,34.536986301369865,30.945205479452056
10-14,9,92,,91820,,2,33.57260273972603,31.04383561643836,33.69315068493151
10-14,9,94,,79960,,2,33.66027397260274,31.40821917808219,33.74520547945205
15-19,1,91,,38130,,2,28.649315068493152,34.536986301369865,30.945205479452056
15-19,1,93,,45230,,2,35.93150684931507,32.013698630136986,34.78904109589041
15-19,1,95,,37160,,2,31.115068493150684,35.342465753424655,33.05205479452055
15-19,1,0,,332060,,2,,,
15-19,2,77,,43330,,2,30.12328767123288,35.38904109589041,33.2054794520548
15-19,2,0,,334830,,2,,,
15-19,9,0,,666890,,2,,,
20-24,1,77,,36000,,2,30.12328767123288,35.38904109589041,33.2054794520548
20-24,1,78,,37700,,2,27.378082191780823,35.106849315068494,31.126027397260277
20-24,1,94,,33650,,2,33.66027397260274,31.40821917808219,33.74520547945205
20-24,1,95,,32460,,2,31.115068493150684,35.342465753424655,33.05205479452055
20-24,2,77,,41470,,2,30.12328767123288,35.38904109589041,33.2054794520548
20-24,2,78,,42670,,2,27.378082191780823,35.106849315068494,31.126027397260277
20-24,2,92,,44710,,2,33.57260273972603,31.04383561643836,33.69315068493151
20-24,2,94,,40550,,2,33.66027397260274,31.40821917808219,33.74520547945205
20-24,2,0,20.0,360420,0.005,2,,,
20-24,9,75,,117860,,2,36.11232876712329,29.65205479452055,34.893150684931506
20-24,9,91,,73700,,2,28.649315068493152,34.536986301369865,30.945205479452056
20-24,9,94,,74200,,2,33.66027397260274,31.40821917808219,33.74520547945205
20-24,9,0,30.0,662220,0.005,2,,,
25-29,1,75,,89440,,2,36.11232876712329,29.65205479452055,34.893150684931506
25-29,1,77,,38980,,2,30.12328767123288,35.38904109589041,33.2054794520548
25-29,1,91,,37560,,2,28.649315068493152,34.536986301369865,30.945205479452056
25-29,1,94,,40820,,2,33.66027397260274,31.40821917808219,33.74520547945205
25-29,2,75,,114740,,2,36.11232876712329,29.65205479452055,34.893150684931506
25-29,2,77,,46350,,2,30.12328767123288,35.38904109589041,33.2054794520548
25-29,2,91,,44610,,2,28.649315068493152,34.536986301369865,30.945205479452056
25-29,9,92,,108410,,2,33.57260273972603,31.04383561643836,33.69315068493151
25-29,9,94,,92170,,2,33.66027397260274,31.40821917808219,33.74520547945205
25-29,9,95,,79280,,2,31.115068493150684,35.342465753424655,33.05205479452055
25-29,9,0,40.0,842500,0.004,2,,,
30-34,1,75,,84880,,2,36.11232876712329,29.65205479452055,34.893150684931506
30-34,1,78,,40290,,2,27.378082191780823,35.106849315068494,31.126027397260277
30-34,1,94,,43150,,2,33.66027397260274,31.40821917808219,33.74520547945205
30-34,1,0,30.0,392060,0.008,2,,,
65-69,1,95,170.0,26280,0.651,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,78,100.0,36300,0.275,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,2,92,130.0,37400,0.334,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,2,93,110.0,32690,0.333,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,75,300.0,40700,0.735,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,78,170.0,26450,0.628,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,93,200.0,22530,0.888,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,94,160.0,21480,0.749,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,95,130.0,18710,0.69,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,0,1460.0,199210,0.732,3,,,
70-74,2,75,200.0,49820,0.405,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,2,77,70.0,24800,0.266,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,78,90.0,28740,0.31,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,2,91,60.0,24060,0.254,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,94,90.0,24980,0.372,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,9,92,300.0,54880,0.539,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,9,93,260.0,45210,0.584,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,9,95,190.0,39080,0.484,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,77,120.0,14600,0.829,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,92,130.0,17420,0.729,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,94,120.0,14600,0.794,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,95,100.0,11970,0.852,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,2,75,180.0,35480,0.51,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,78,60.0,20910,0.306,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,9,94,170.0,33150,0.513,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,9,95,140.0,26380,0.512,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,78,100.0,13870,0.692,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,93,100.0,10820,0.905,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,94,90.0,11490,0.818,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,2,78,70.0,18690,0.358,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,92,80.0,20370,0.383,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,9,94,150.0,29190,0.51,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,91,40.0,7170,0.516,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,1,94,50.0,7570,0.594,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,2,77,20.0,11990,0.133,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,2,92,60.0,17370,0.328,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,93,40.0,11760,0.306,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,2,94,30.0,14110,0.234,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,2,95,10.0,10420,0.134,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,2,0,300.0,116710,0.254,3,,,
85-89,9,75,160.0,37830,0.41,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,9,0,640.0,181240,0.352,3,,,
90-94,1,95,10.0,2200,0.591,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,2,77,,6600,,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,78,,8200,,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,92,20.0,10340,0.213,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,94,20.0,7780,0.244,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,9,77,20.0,9180,0.207,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,9,78,30.0,11750,0.23,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,9,91,20.0,9240,0.173,3,28.649315068493152,34.536986301369865,30.945205479452056
90-94,9,94,30.0,10940,0.256,3,33.66027397260274,31.40821917808219,33.74520547945205
95et+,1,75,,1760,,3,36.11232876712329,29.65205479452055,34.893150684931506
95et+,1,77,,690,,3,30.12328767123288,35.38904109589041,33.2054794520548
95et+,1,78,,860,,3,27.378082191780823,35.106849315068494,31.126027397260277
95et+,1,93,,550,,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,1,95,,560,,3,31.115068493150684,35.342465753424655,33.05205479452055
95et+,2,78,,3130,,3,27.378082191780823,35.106849315068494,31.126027397260277
95et+,2,93,,2010,,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,2,95,,2060,,3,31.115068493150684,35.342465753424655,33.05205479452055
95et+,2,0,20.0,26410,0.068,3,,,
95et+,9,78,,3990,,3,27.378082191780823,35.106849315068494,31.126027397260277
95et+,9,92,,5440,,3,33.57260273972603,31.04383561643836,33.69315068493151
95et+,9,0,40.0,33300,0.123,3,,,
tsage,1,75,1550.0,973800,0.159,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,77,1020.0,649130,0.157,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,91,890.0,602920,0.148,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,94,1010.0,620860,0.163,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,95,840.0,578700,0.145,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,78,620.0,735600,0.084,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,2,91,510.0,656430,0.078,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,95,450.0,632340,0.07,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,0,5320.0,6163560,0.086,3,,,
tsage,9,77,1590.0,1356490,0.117,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,9,93,1680.0,1526210,0.11,3,35.93150684931507,32.013698630136986,34.78904109589041
tsage,9,0,13770.0,11719350,0.117,3,,,
