cla_age_5,sexe,dept,Ntop,Npop,prev,Niveau prioritaire,no2,o3,pm10
50-54,9,77,4850.0,93450,5.192,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
50-54,9,78,4190.0,97190,4.307,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
50-54,9,92,4400.0,103760,4.244,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,78,2120.0,42510,4.994,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,92,2100.0,42390,4.957,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,94,2150.0,38660,5.564,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,75,3660.0,66250,5.523,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
55-59,2,93,3620.0,45940,7.882,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
55-59,2,94,2790.0,42420,6.57,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,95,2660.0,39000,6.829,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
55-59,9,77,5490.0,84630,6.492,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
55-59,9,78,4660.0,88400,5.266,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
55-59,9,94,4940.0,81080,6.09,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
55-59,9,95,4700.0,74640,6.299,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
55-59,9,0,42430.0,712300,5.957,"1,2,3",,,
60-64,1,78,2290.0,35050,6.525,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,91,2240.0,31230,7.161,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,3000.0,36090,8.299,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
60-64,1,94,2370.0,32200,7.367,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,0,20590.0,286710,7.183,"1,2,3",,,
60-64,2,78,2740.0,39340,6.957,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
60-64,2,91,2420.0,33350,7.262,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
60-64,2,95,2690.0,33430,8.054,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
60-64,2,0,24550.0,323050,7.598,"1,2,3",,,
60-64,9,78,5020.0,74390,6.754,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,78,2590.0,32290,8.007,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,91,2290.0,27290,8.396,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,92,2630.0,31190,8.43,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,0,22880.0,257100,8.901,"1,2,3",,,
65-69,2,77,3090.0,34230,9.019,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
65-69,2,91,2310.0,30400,7.581,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
65-69,2,94,2840.0,32510,8.724,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
65-69,9,77,6280.0,65940,9.519,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
65-69,9,93,6420.0,63480,10.12,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,75,3810.0,40700,9.352,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,77,2620.0,23010,11.366,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,91,2050.0,21250,9.656,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
70-74,1,0,20510.0,199210,10.295,"1,2,3",,,
70-74,2,78,2530.0,28740,8.804,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
70-74,2,0,20970.0,225250,9.309,"1,2,3",,,
70-74,9,75,8250.0,90510,9.118,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
70-74,9,92,4980.0,54880,9.075,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
70-74,9,94,4720.0,46460,10.157,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,77,2090.0,14600,14.297,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,78,2070.0,17890,11.568,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,91,1700.0,14570,11.659,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,0,16380.0,133440,12.275,"1,2,3",,,
75-79,2,75,3570.0,35480,10.072,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,91,1690.0,17820,9.458,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
75-79,2,94,1980.0,18550,10.655,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
75-79,2,95,1610.0,14410,11.153,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
75-79,9,75,6630.0,62840,10.555,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
75-79,9,78,4090.0,38800,10.546,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
75-79,9,93,4220.0,31560,13.369,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,75,2450.0,19850,12.321,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,78,1760.0,13870,12.655,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,91,1550.0,11750,13.184,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,94,1630.0,11490,14.204,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,95,1320.0,9100,14.476,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,0,13620.0,101450,13.428,"1,2,3",,,
80-84,2,75,3110.0,29610,10.503,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
80-84,2,92,2180.0,20370,10.686,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,93,2010.0,15440,13.028,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
80-84,2,94,2000.0,17700,11.297,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
80-84,9,75,5560.0,49460,11.233,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
80-84,9,78,3680.0,32560,11.298,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
80-84,9,91,3230.0,27770,11.625,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
85-89,1,75,1710.0,13230,12.934,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,92,1210.0,9410,12.889,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
00-04,1,91,,45170,,2,28.649315068493152,34.536986301369865,30.945205479452056
00-04,1,92,,54510,,2,33.57260273972603,31.04383561643836,33.69315068493151
00-04,1,93,,65180,,2,35.93150684931507,32.013698630136986,34.78904109589041
00-04,1,95,,46710,,2,31.115068493150684,35.342465753424655,33.05205479452055
00-04,1,0,,408030,,2,,,
00-04,2,95,,44500,,2,31.115068493150684,35.342465753424655,33.05205479452055
00-04,9,75,,107520,,2,36.11232876712329,29.65205479452055,34.893150684931506
00-04,9,0,,796540,,2,,,
05-09,1,92,,51480,,2,33.57260273972603,31.04383561643836,33.69315068493151
05-09,2,75,,48060,,2,36.11232876712329,29.65205479452055,34.893150684931506
05-09,2,77,,46980,,2,30.12328767123288,35.38904109589041,33.2054794520548
05-09,2,91,,43540,,2,28.649315068493152,34.536986301369865,30.945205479452056
05-09,2,92,,49310,,2,33.57260273972603,31.04383561643836,33.69315068493151
05-09,2,0,,380000,,2,,,
05-09,9,77,,96370,,2,30.12328767123288,35.38904109589041,33.2054794520548
05-09,9,91,,88980,,2,28.649315068493152,34.536986301369865,30.945205479452056
05-09,9,93,,117690,,2,35.93150684931507,32.013698630136986,34.78904109589041
05-09,9,0,,777230,,2,,,
10-14,1,75,,47080,,2,36.11232876712329,29.65205479452055,34.893150684931506
10-14,1,78,,47760,,2,27.378082191780823,35.106849315068494,31.126027397260277
10-14,1,91,,41920,,2,28.649315068493152,34.536986301369865,30.945205479452056
10-14,1,93,,52800,,2,35.93150684931507,32.013698630136986,34.78904109589041
10-14,1,95,,42000,,2,31.115068493150684,35.342465753424655,33.05205479452055
10-14,2,78,,46160,,2,27.378082191780823,35.106849315068494,31.126027397260277
10-14,2,92,,44830,,2,33.57260273972603,31.04383561643836,33.69315068493151
10-14,9,93,,103090,,2,35.93150684931507,32.013698630136986,34.78904109589041
10-14,9,0,,717880,,2,,,
15-19,1,75,,45740,,2,36.11232876712329,29.65205479452055,34.893150684931506
15-19,1,77,,43090,,2,30.12328767123288,35.38904109589041,33.2054794520548
15-19,1,78,,44390,,2,27.378082191780823,35.106849315068494,31.126027397260277
15-19,1,92,,41490,,2,33.57260273972603,31.04383561643836,33.69315068493151
15-19,2,93,,46190,,2,35.93150684931507,32.013698630136986,34.78904109589041
15-19,9,75,,92330,,2,36.11232876712329,29.65205479452055,34.893150684931506
15-19,9,91,,76470,,2,28.649315068493152,34.536986301369865,30.945205479452056
15-19,9,92,,83440,,2,33.57260273972603,31.04383561643836,33.69315068493151
15-19,9,93,,91420,,2,35.93150684931507,32.013698630136986,34.78904109589041
15-19,9,94,,73800,,2,33.66027397260274,31.40821917808219,33.74520547945205
20-24,1,75,,50510,,2,36.11232876712329,29.65205479452055,34.893150684931506
20-24,1,92,,37790,,2,33.57260273972603,31.04383561643836,33.69315068493151
20-24,1,93,,39280,,2,35.93150684931507,32.013698630136986,34.78904109589041
20-24,2,75,,67360,,2,36.11232876712329,29.65205479452055,34.893150684931506
20-24,2,91,,39280,,2,28.649315068493152,34.536986301369865,30.945205479452056
20-24,2,93,,46720,,2,35.93150684931507,32.013698630136986,34.78904109589041
20-24,9,77,,77460,,2,30.12328767123288,35.38904109589041,33.2054794520548
20-24,9,92,,82500,,2,33.57260273972603,31.04383561643836,33.69315068493151
25-29,1,92,,48440,,2,33.57260273972603,31.04383561643836,33.69315068493151
25-29,1,0,20.0,376740,0.004,2,,,
25-29,2,78,,45080,,2,27.378082191780823,35.106849315068494,31.126027397260277
25-29,2,95,,43850,,2,31.115068493150684,35.342465753424655,33.05205479452055
25-29,2,0,20.0,465760,0.005,2,,,
25-29,9,78,,83770,,2,27.378082191780823,35.106849315068494,31.126027397260277
30-34,1,77,,41230,,2,30.12328767123288,35.38904109589041,33.2054794520548
30-34,1,91,,38690,,2,28.649315068493152,34.536986301369865,30.945205479452056
30-34,1,92,,53290,,2,33.57260273972603,31.04383561643836,33.69315068493151
30-34,1,93,,51690,,2,35.93150684931507,32.013698630136986,34.78904109589041
30-34,2,75,,96070,,2,36.11232876712329,29.65205479452055,34.893150684931506
30-34,2,77,,49170,,2,30.12328767123288,35.38904109589041,33.2054794520548
30-34,2,91,,45930,,2,28.649315068493152,34.536986301369865,30.945205479452056
30-34,2,95,,46600,,2,31.115068493150684,35.342465753424655,33.05205479452055
30-34,9,77,,90400,,2,30.12328767123288,35.38904109589041,33.2054794520548
30-34,9,78,,87630,,2,27.378082191780823,35.106849315068494,31.126027397260277
30-34,9,92,,117210,,2,33.57260273972603,31.04383561643836,33.69315068493151
35-39,1,77,,43570,,2,30.12328767123288,35.38904109589041,33.2054794520548
35-39,1,92,,54770,,2,33.57260273972603,31.04383561643836,33.69315068493151
35-39,2,75,10.0,80050,0.016,2,36.11232876712329,29.65205479452055,34.893150684931506
35-39,2,92,10.0,62840,0.022,2,33.57260273972603,31.04383561643836,33.69315068493151
35-39,9,77,20.0,93780,0.018,2,30.12328767123288,35.38904109589041,33.2054794520548
35-39,9,78,20.0,94930,0.019,2,27.378082191780823,35.106849315068494,31.126027397260277
35-39,9,92,20.0,117600,0.018,2,33.57260273972603,31.04383561643836,33.69315068493151
35-39,9,93,20.0,114710,0.014,2,35.93150684931507,32.013698630136986,34.78904109589041
35-39,9,0,140.0,843690,0.017,2,,,
40-44,1,75,20.0,71230,0.031,2,36.11232876712329,29.65205479452055,34.893150684931506
40-44,1,91,20.0,41630,0.041,2,28.649315068493152,34.536986301369865,30.945205479452056
40-44,1,92,20.0,53370,0.043,2,33.57260273972603,31.04383561643836,33.69315068493151
40-44,1,0,160.0,395100,0.041,2,,,
40-44,2,91,10.0,43600,0.025,2,28.649315068493152,34.536986301369865,30.945205479452056
40-44,2,92,10.0,59330,0.024,2,33.57260273972603,31.04383561643836,33.69315068493151
40-44,2,0,130.0,417710,0.03,2,,,
40-44,9,75,40.0,144620,0.024,2,36.11232876712329,29.65205479452055,34.893150684931506
40-44,9,91,30.0,85230,0.033,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,1,75,60.0,70290,0.083,2,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,75,40.0,72340,0.057,2,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,92,30.0,57500,0.056,2,33.57260273972603,31.04383561643836,33.69315068493151
45-49,9,77,80.0,97180,0.08,2,30.12328767123288,35.38904109589041,33.2054794520548
45-49,9,91,60.0,87900,0.067,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,9,93,80.0,101670,0.082,2,35.93150684931507,32.013698630136986,34.78904109589041
45-49,9,95,70.0,81380,0.088,2,31.115068493150684,35.342465753424655,33.05205479452055
45-49,9,0,600.0,811840,0.074,2,,,
50-54,1,78,80.0,47050,0.172,2,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,92,80.0,48500,0.157,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,0,710.0,378680,0.189,2,,,
50-54,2,92,60.0,55260,0.112,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,9,75,220.0,137670,0.161,2,36.11232876712329,29.65205479452055,34.893150684931506
50-54,9,78,160.0,97190,0.161,2,27.378082191780823,35.106849315068494,31.126027397260277
50-54,9,95,120.0,79800,0.147,2,31.115068493150684,35.342465753424655,33.05205479452055
50-54,9,0,1260.0,784370,0.161,2,,,
55-59,1,75,180.0,59070,0.3,2,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,95,140.0,35640,0.379,2,31.115068493150684,35.342465753424655,33.05205479452055
55-59,2,75,180.0,66250,0.267,2,36.11232876712329,29.65205479452055,34.893150684931506
55-59,2,77,140.0,43240,0.333,2,30.12328767123288,35.38904109589041,33.2054794520548
55-59,2,92,140.0,49090,0.277,2,33.57260273972603,31.04383561643836,33.69315068493151
55-59,2,95,100.0,39000,0.262,2,31.115068493150684,35.342465753424655,33.05205479452055
55-59,2,0,990.0,371900,0.267,2,,,
55-59,9,77,300.0,84630,0.349,2,30.12328767123288,35.38904109589041,33.2054794520548
55-59,9,93,290.0,88300,0.331,2,35.93150684931507,32.013698630136986,34.78904109589041
55-59,9,95,240.0,74640,0.318,2,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,75,330.0,51860,0.636,2,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,77,250.0,35490,0.71,2,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,92,220.0,34430,0.63,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,9,94,380.0,68450,0.552,2,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,75,460.0,49690,0.924,2,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,77,340.0,31710,1.063,2,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,78,290.0,32290,0.911,2,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,92,300.0,31190,0.959,2,33.57260273972603,31.04383561643836,33.69315068493151
65-69,2,75,360.0,60060,0.604,2,36.11232876712329,29.65205479452055,34.893150684931506
65-69,2,78,170.0,36300,0.463,2,27.378082191780823,35.106849315068494,31.126027397260277
65-69,2,92,190.0,37400,0.513,2,33.57260273972603,31.04383561643836,33.69315068493151
65-69,9,75,820.0,109750,0.749,2,36.11232876712329,29.65205479452055,34.893150684931506
65-69,9,78,460.0,68590,0.674,2,27.378082191780823,35.106849315068494,31.126027397260277
65-69,9,93,490.0,63480,0.773,2,35.93150684931507,32.013698630136986,34.78904109589041
65-69,9,95,360.0,54890,0.663,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,75,500.0,40700,1.219,2,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,78,290.0,26450,1.081,2,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,93,300.0,22530,1.318,2,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,94,250.0,21480,1.159,2,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,95,200.0,18710,1.08,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,0,2370.0,199210,1.188,2,,,
70-74,2,91,120.0,24060,0.478,2,28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,0,1250.0,225250,0.554,2,,,
70-74,9,77,390.0,47810,0.822,2,30.12328767123288,35.38904109589041,33.2054794520548
70-74,9,78,430.0,55190,0.786,2,27.378082191780823,35.106849315068494,31.126027397260277
70-74,9,91,370.0,45310,0.814,2,28.649315068493152,34.536986301369865,30.945205479452056
70-74,9,92,480.0,54880,0.866,2,33.57260273972603,31.04383561643836,33.69315068493151
70-74,9,95,300.0,39080,0.765,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,9,0,3610.0,424460,0.851,2,,,
75-79,1,77,200.0,14600,1.398,2,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,91,180.0,14570,1.221,2,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,92,220.0,17420,1.263,2,33.57260273972603,31.04383561643836,33.69315068493151
75-79,2,77,90.0,17090,0.521,2,30.12328767123288,35.38904109589041,33.2054794520548
75-79,2,95,70.0,14410,0.472,2,31.115068493150684,35.342465753424655,33.05205479452055
75-79,2,0,950.0,162630,0.585,2,,,
75-79,9,77,290.0,31680,0.925,2,30.12328767123288,35.38904109589041,33.2054794520548
75-79,9,91,270.0,32390,0.831,2,28.649315068493152,34.536986301369865,30.945205479452056
75-79,9,95,230.0,26380,0.883,2,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,75,210.0,19850,1.068,2,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,93,150.0,10820,1.423,2,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,94,150.0,11490,1.323,2,33.66027397260274,31.40821917808219,33.74520547945205
80-84,2,75,200.0,29610,0.672,2,36.11232876712329,29.65205479452055,34.893150684931506
80-84,2,95,60.0,13080,0.466,2,31.115068493150684,35.342465753424655,33.05205479452055
80-84,9,78,260.0,32560,0.783,2,27.378082191780823,35.106849315068494,31.126027397260277
80-84,9,91,230.0,27770,0.836,2,28.649315068493152,34.536986301369865,30.945205479452056
80-84,9,92,300.0,34100,0.877,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,9,93,220.0,26270,0.845,2,35.93150684931507,32.013698630136986,34.78904109589041
80-84,9,94,240.0,29190,0.826,2,33.66027397260274,31.40821917808219,33.74520547945205
80-84,9,0,2050.0,247850,0.828,2,,,
85-89,1,75,140.0,13230,1.089,2,36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,91,80.0,7170,1.087,2,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,78,70.0,14570,0.508,2,27.378082191780823,35.106849315068494,31.126027397260277
85-89,2,91,50.0,11890,0.437,2,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,93,60.0,11760,0.485,2,35.93150684931507,32.013698630136986,34.78904109589041
85-89,2,94,60.0,14110,0.454,2,33.66027397260274,31.40821917808219,33.74520547945205
85-89,9,91,130.0,19060,0.682,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,93,20.0,2390,0.878,2,35.93150684931507,32.013698630136986,34.78904109589041
90-94,1,95,30.0,2200,1.272,2,31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,0,210.0,27080,0.772,2,,,
90-94,2,75,60.0,15150,0.363,2,36.11232876712329,29.65205479452055,34.893150684931506
90-94,2,77,20.0,6600,0.273,2,30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,91,20.0,6570,0.244,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,92,40.0,10340,0.358,2,33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,93,20.0,5790,0.415,2,35.93150684931507,32.013698630136986,34.78904109589041
90-94,2,94,30.0,7780,0.398,2,33.66027397260274,31.40821917808219,33.74520547945205
90-94,2,0,220.0,66080,0.331,2,,,
90-94,9,78,50.0,11750,0.451,2,27.378082191780823,35.106849315068494,31.126027397260277
90-94,9,91,30.0,9240,0.357,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,9,92,70.0,14680,0.463,2,33.57260273972603,31.04383561643836,33.69315068493151
90-94,9,95,40.0,7860,0.521,2,31.115068493150684,35.342465753424655,33.05205479452055
95et+,1,77,,690,,2,30.12328767123288,35.38904109589041,33.2054794520548
95et+,1,78,,860,,2,27.378082191780823,35.106849315068494,31.126027397260277
95et+,1,91,,660,,2,28.649315068493152,34.536986301369865,30.945205479452056
95et+,1,92,,1100,,2,33.57260273972603,31.04383561643836,33.69315068493151
95et+,2,92,,4340,,2,33.57260273972603,31.04383561643836,33.69315068493151
95et+,2,0,50.0,26410,0.201,2,,,
95et+,9,78,10.0,3990,0.326,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,75,2460.0,973800,0.253,2,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,78,1560.0,674620,0.231,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,95,1300.0,578700,0.224,2,31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,77,920.0,707370,0.13,2,30.12328767123288,35.38904109589041,33.2054794520548
tsage,2,91,840.0,656430,0.128,2,28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,92,1200.0,823030,0.146,2,33.57260273972603,31.04383561643836,33.69315068493151
tsage,9,75,4470.0,2091000,0.214,2,36.11232876712329,29.65205479452055,34.893150684931506
tsage,9,77,2540.0,1356490,0.187,2,30.12328767123288,35.38904109589041,33.2054794520548
tsage,9,91,2250.0,1259350,0.179,2,28.649315068493152,34.536986301369865,30.945205479452056
tsage,9,93,2620.0,1526210,0.171,2,35.93150684931507,32.013698630136986,34.78904109589041
tsage,9,95,2030.0,1211040,0.167,2,31.115068493150684,35.342465753424655,33.05205479452055
00-04,1,77,,46710,,3,30.12328767123288,35.38904109589041,33.2054794520548
00-04,1,91,,45170,,3,28.649315068493152,34.536986301369865,30.945205479452056
00-04,1,93,,65180,,3,35.93150684931507,32.013698630136986,34.78904109589041
00-04,1,95,,46710,,3,31.115068493150684,35.342465753424655,33.05205479452055
00-04,1,0,,408030,,3,,,
00-04,2,75,,52570,,3,36.11232876712329,29.65205479452055,34.893150684931506
00-04,2,91,,43320,,3,28.649315068493152,34.536986301369865,30.945205479452056
00-04,2,92,,51560,,3,33.57260273972603,31.04383561643836,33.69315068493151
00-04,2,95,,44500,,3,31.115068493150684,35.342465753424655,33.05205479452055
00-04,9,92,,106070,,3,33.57260273972603,31.04383561643836,33.69315068493151
00-04,9,95,,91210,,3,31.115068493150684,35.342465753424655,33.05205479452055
05-09,1,77,,49390,,3,30.12328767123288,35.38904109589041,33.2054794520548
05-09,1,92,,51480,,3,33.57260273972603,31.04383561643836,33.69315068493151
05-09,2,75,,48060,,3,36.11232876712329,29.65205479452055,34.893150684931506
05-09,2,78,,47150,,3,27.378082191780823,35.106849315068494,31.126027397260277
05-09,2,93,,57610,,3,35.93150684931507,32.013698630136986,34.78904109589041
05-09,2,95,,44150,,3,31.115068493150684,35.342465753424655,33.05205479452055
05-09,9,77,,96370,,3,30.12328767123288,35.38904109589041,33.2054794520548
05-09,9,78,,97240,,3,27.378082191780823,35.106849315068494,31.126027397260277
05-09,9,93,,117690,,3,35.93150684931507,32.013698630136986,34.78904109589041
05-09,9,94,,88290,,3,33.66027397260274,31.40821917808219,33.74520547945205
10-14,1,92,,46990,,3,33.57260273972603,31.04383561643836,33.69315068493151
10-14,1,94,,40860,,3,33.66027397260274,31.40821917808219,33.74520547945205
10-14,1,0,,365830,,3,,,
10-14,2,75,,45930,,3,36.11232876712329,29.65205479452055,34.893150684931506
10-14,2,91,,40500,,3,28.649315068493152,34.536986301369865,30.945205479452056
10-14,2,92,,44830,,3,33.57260273972603,31.04383561643836,33.69315068493151
10-14,2,93,,50290,,3,35.93150684931507,32.013698630136986,34.78904109589041
10-14,2,0,,352050,,3,,,
10-14,9,75,,93010,,3,36.11232876712329,29.65205479452055,34.893150684931506
10-14,9,78,,93920,,3,27.378082191780823,35.106849315068494,31.126027397260277
10-14,9,91,,82420,,3,28.649315068493152,34.536986301369865,30.945205479452056
10-14,9,95,,82020,,3,31.115068493150684,35.342465753424655,33.05205479452055
10-14,9,0,,717880,,3,,,
15-19,1,75,,45740,,3,36.11232876712329,29.65205479452055,34.893150684931506
15-19,1,78,,44390,,3,27.378082191780823,35.106849315068494,31.126027397260277
15-19,1,91,,38130,,3,28.649315068493152,34.536986301369865,30.945205479452056
15-19,2,77,,43330,,3,30.12328767123288,35.38904109589041,33.2054794520548
15-19,2,78,,44030,,3,27.378082191780823,35.106849315068494,31.126027397260277
15-19,2,92,,41960,,3,33.57260273972603,31.04383561643836,33.69315068493151
15-19,2,93,,46190,,3,35.93150684931507,32.013698630136986,34.78904109589041
15-19,9,75,,92330,,3,36.11232876712329,29.65205479452055,34.893150684931506
15-19,9,94,,73800,,3,33.66027397260274,31.40821917808219,33.74520547945205
20-24,1,75,,50510,,3,36.11232876712329,29.65205479452055,34.893150684931506
20-24,1,77,,36000,,3,30.12328767123288,35.38904109589041,33.2054794520548
20-24,1,91,,34420,,3,28.649315068493152,34.536986301369865,30.945205479452056
20-24,2,75,,67360,,3,36.11232876712329,29.65205479452055,34.893150684931506
20-24,9,75,,117860,,3,36.11232876712329,29.65205479452055,34.893150684931506
20-24,9,91,,73700,,3,28.649315068493152,34.536986301369865,30.945205479452056
20-24,9,0,20.0,662220,0.003,3,,,
25-29,1,78,,38690,,3,27.378082191780823,35.106849315068494,31.126027397260277
25-29,2,77,,46350,,3,30.12328767123288,35.38904109589041,33.2054794520548
25-29,2,92,,59980,,3,33.57260273972603,31.04383561643836,33.69315068493151
25-29,2,93,,59800,,3,35.93150684931507,32.013698630136986,34.78904109589041
25-29,2,0,,465760,,3,,,
25-29,9,75,,204180,,3,36.11232876712329,29.65205479452055,34.893150684931506
30-34,1,75,,84880,,3,36.11232876712329,29.65205479452055,34.893150684931506
30-34,1,95,,38840,,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,2,78,,47340,,3,27.378082191780823,35.106849315068494,31.126027397260277
30-34,2,95,,46600,,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,9,77,,90400,,3,30.12328767123288,35.38904109589041,33.2054794520548
30-34,9,78,,87630,,3,27.378082191780823,35.106849315068494,31.126027397260277
35-39,1,78,,44510,,3,27.378082191780823,35.106849315068494,31.126027397260277
35-39,1,91,,40200,,3,28.649315068493152,34.536986301369865,30.945205479452056
35-39,1,95,,40760,,3,31.115068493150684,35.342465753424655,33.05205479452055
35-39,2,75,,80050,,3,36.11232876712329,29.65205479452055,34.893150684931506
35-39,2,94,,51410,,3,33.66027397260274,31.40821917808219,33.74520547945205
35-39,9,75,20.0,154300,0.013,3,36.11232876712329,29.65205479452055,34.893150684931506
35-39,9,77,,93780,,3,30.12328767123288,35.38904109589041,33.2054794520548
35-39,9,78,10.0,94930,0.013,3,27.378082191780823,35.106849315068494,31.126027397260277
35-39,9,92,10.0,117600,0.012,3,33.57260273972603,31.04383561643836,33.69315068493151
35-39,9,93,,114710,,3,35.93150684931507,32.013698630136986,34.78904109589041
