cla_age_5,sexe,dept,prev,Niveau prioritaire,no2,o3,pm10
40-44,2,92,0.024,2,33.57260273972603,31.04383561643836,33.69315068493151
40-44,1,75,0.024,2,36.11232876712329,29.65205479452055,34.893150684931506
40-44,1,91,0.033,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,1,75,0.083,2,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,75,0.057,2,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,92,0.056,2,33.57260273972603,31.04383561643836,33.69315068493151
45-49,2,77,0.08,2,30.12328767123288,35.38904109589041,33.2054794520548
45-49,1,91,0.067,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,93,0.082,2,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,95,0.088,2,31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,78,0.172,2,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,92,0.157,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,2,92,0.112,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,75,0.161,2,36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,78,0.161,2,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,95,0.147,2,31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,75,0.3,2,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,95,0.379,2,31.115068493150684,35.342465753424655,33.05205479452055
55-59,2,75,0.267,2,36.11232876712329,29.65205479452055,34.893150684931506
55-59,2,77,0.333,2,30.12328767123288,35.38904109589041,33.2054794520548
55-59,2,92,0.277,2,33.57260273972603,31.04383561643836,33.69315068493151
55-59,2,95,0.262,2,31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,77,0.349,2,30.12328767123288,35.38904109589041,33.2054794520548
55-59,1,93,0.331,2,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,95,0.318,2,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,75,0.636,2,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,77,0.71,2,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,92,0.63,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,94,0.552,2,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,75,0.924,2,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,77,1.063,2,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,78,0.911,2,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,92,0.959,2,33.57260273972603,31.04383561643836,33.69315068493151
65-69,2,75,0.604,2,36.11232876712329,29.65205479452055,34.893150684931506
65-69,2,78,0.463,2,27.378082191780823,35.106849315068494,31.126027397260277
65-69,2,92,0.513,2,33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,75,0.749,2,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,78,0.674,2,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,93,0.773,2,35.93150684931507,32.013698630136986,34.78904109589041
65-69,1,95,0.663,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,75,1.219,2,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,78,1.081,2,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,93,1.318,2,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,94,1.159,2,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,95,1.08,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,2,91,0.478,2,28.649315068493152,34.536986301369865,30.945205479452056
70-74,1,77,0.822,2,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,78,0.786,2,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,91,0.814,2,28.649315068493152,34.536986301369865,30.945205479452056
70-74,1,92,0.866,2,33.57260273972603,31.04383561643836,33.69315068493151
70-74,1,95,0.765,2,31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,77,1.398,2,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,91,1.221,2,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,92,1.263,2,33.57260273972603,31.04383561643836,33.69315068493151
75-79,2,77,0.521,2,30.12328767123288,35.38904109589041,33.2054794520548
75-79,2,95,0.472,2,31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,77,0.925,2,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,91,0.831,2,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,95,0.883,2,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,75,1.068,2,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,93,1.423,2,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,94,1.323,2,33.66027397260274,31.40821917808219,33.74520547945205
80-84,2,75,0.672,2,36.11232876712329,29.65205479452055,34.893150684931506
80-84,2,95,0.466,2,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,78,0.783,2,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,91,0.836,2,28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,92,0.877,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,93,0.845,2,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,94,0.826,2,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,75,1.089,2,36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,91,1.087,2,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,78,0.508,2,27.378082191780823,35.106849315068494,31.126027397260277
85-89,2,91,0.437,2,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,93,0.485,2,35.93150684931507,32.013698630136986,34.78904109589041
85-89,2,94,0.454,2,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,91,0.682,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,93,0.878,2,35.93150684931507,32.013698630136986,34.78904109589041
90-94,1,95,1.272,2,31.115068493150684,35.342465753424655,33.05205479452055
90-94,2,75,0.363,2,36.11232876712329,29.65205479452055,34.893150684931506
90-94,2,77,0.273,2,30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,91,0.244,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,92,0.358,2,33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,93,0.415,2,35.93150684931507,32.013698630136986,34.78904109589041
90-94,2,94,0.398,2,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,78,0.451,2,27.378082191780823,35.106849315068494,31.126027397260277
90-94,1,91,0.357,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,0.463,2,33.57260273972603,31.04383561643836,33.69315068493151
90-94,1,95,0.521,2,31.115068493150684,35.342465753424655,33.05205479452055
95et+,1,78,0.326,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,75,0.253,2,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,78,0.231,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,95,0.224,2,31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,77,0.13,2,30.12328767123288,35.38904109589041,33.2054794520548
tsage,2,91,0.128,2,28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,92,0.146,2,33.57260273972603,31.04383561643836,33.69315068493151
tsage,1,75,0.214,2,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,77,0.187,2,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,91,0.179,2,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,93,0.171,2,35.93150684931507,32.013698630136986,34.78904109589041
tsage,1,95,0.167,2,31.115068493150684,35.342465753424655,33.05205479452055
35-39,1,75,0.013,3,36.11232876712329,29.65205479452055,34.893150684931506
35-39,2,78,0.013,3,27.378082191780823,35.106849315068494,31.126027397260277
35-39,2,92,0.012,3,33.57260273972603,31.04383561643836,33.69315068493151
40-44,1,95,0.04,3,31.115068493150684,35.342465753424655,33.05205479452055
40-44,2,77,0.033,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,2,94,0.029,3,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,77,0.028,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,1,78,0.019,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,1,91,0.026,3,28.649315068493152,34.536986301369865,30.945205479452056
40-44,1,95,0.031,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,93,0.075,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,75,0.047,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,77,0.046,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,2,93,0.041,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,94,0.038,3,33.66027397260274,31.40821917808219,33.74520547945205
45-49,1,75,0.057,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,77,0.058,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,2,92,0.039,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,75,0.127,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,92,0.111,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,94,0.186,3,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,75,0.099,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,2,91,0.069,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,2,95,0.078,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,75,0.113,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,77,0.254,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,1,95,0.252,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,2,77,0.227,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,2,78,0.144,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,2,94,0.189,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,95,0.162,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,77,0.49,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,91,0.42,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,0.538,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,75,0.27,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,2,92,0.264,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,0.192,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,95,0.254,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,75,0.348,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,77,0.346,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,95,0.329,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,75,0.602,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,77,0.653,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,94,0.632,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,77,0.292,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,2,94,0.329,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,95,0.273,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,75,0.49,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,78,0.429,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,91,0.459,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,92,0.445,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,93,0.506,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,1,94,0.469,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,95,0.454,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,77,0.765,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,92,0.73,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,92,0.379,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,95,0.294,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,75,0.554,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,77,0.506,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,78,0.462,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,91,0.455,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,75,0.753,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,78,0.676,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,91,0.693,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,2,77,0.31,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,2,91,0.326,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,2,92,0.348,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,2,94,0.291,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,75,0.616,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,77,0.549,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,75,0.579,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,92,0.641,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,75,0.344,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,2,77,0.297,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,2,91,0.293,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,2,93,0.265,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,2,95,0.275,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,78,0.501,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,91,0.493,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,92,0.487,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,95,0.523,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,77,0.477,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,0.496,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,93,0.419,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,2,75,0.317,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,91,0.244,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,1,77,0.254,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,0.33,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,91,0.346,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,1,95,0.248,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,75,0.405,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,77,0.426,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,1,91,0.412,3,28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,0.368,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,1,75,0.253,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,92,0.259,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,93,0.245,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,1,75,0.144,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,92,0.139,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,75,0.111,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,91,0.111,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,92,0.114,3,33.57260273972603,31.04383561643836,33.69315068493151
40-44,2,77,0.014,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,1,78,0.014,3,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,78,0.023,3,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,91,0.013,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,78,0.038,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,95,0.041,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,94,0.07,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,77,0.111,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,2,78,0.081,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,75,0.197,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,92,0.195,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,77,0.17,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,2,78,0.14,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,2,92,0.153,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,0.142,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,94,0.127,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,92,0.172,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,94,0.169,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,75,0.322,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,92,0.382,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,94,0.316,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,75,0.206,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,2,78,0.187,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,77,0.288,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,78,0.245,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,91,0.236,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,92,0.271,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,1,77,0.487,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,93,0.431,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,94,0.41,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,2,75,0.283,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,2,77,0.157,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,92,0.228,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,1,77,0.316,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,92,0.326,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,91,0.528,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,93,0.559,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,2,75,0.31,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,77,0.211,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,2,78,0.21,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,2,94,0.232,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,75,0.407,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,77,0.376,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,94,0.35,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,77,0.535,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,92,0.583,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,78,0.187,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,92,0.26,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,93,0.175,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,2,94,0.192,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,75,0.392,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,94,0.315,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,77,0.538,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,0.46,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,91,0.572,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,78,0.275,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,2,92,0.184,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,94,0.22,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,75,0.32,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,78,0.343,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,95,0.322,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,95,0.682,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,2,75,0.172,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,2,93,0.207,3,35.93150684931507,32.013698630136986,34.78904109589041
90-94,1,78,0.221,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,1,92,0.204,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,93,0.306,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,1,92,0.221,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,1,75,0.093,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,91,0.086,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,92,0.086,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,78,0.056,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,2,95,0.046,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,93,0.061,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,2,75,11.279,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,78,11.314,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,93,14.235,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,95,13.046,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,91,14.157,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,13.516,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,77,12.54,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,78,10.917,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,94,12.028,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,75,11.593,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,77,13.819,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,93,13.501,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
90-94,2,94,12.715,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
95et+,1,75,12.194,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
95et+,1,77,16.279,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
95et+,1,92,13.934,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
95et+,1,93,15.273,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
95et+,2,91,11.165,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
95et+,1,75,10.979,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
95et+,1,77,13.682,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
95et+,1,78,10.763,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
95et+,1,91,12.15,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
95et+,2,94,11.221,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,77,5.556,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,91,4.87,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,93,5.397,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
tsage,1,95,5.219,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,91,4.661,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,93,5.308,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,95,5.074,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,75,4.468,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,92,11.726,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,94,12.039,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
85-89,2,95,12.15,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,75,11.858,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,92,12.135,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,94,12.939,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,77,17.086,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,91,11.94,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,92,11.124,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
90-94,1,78,11.701,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
90-94,1,91,12.581,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,11.832,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
90-94,1,95,13.012,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
95et+,1,91,16.159,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
95et+,1,95,13.369,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
95et+,2,78,10.259,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
95et+,2,92,10.604,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
95et+,2,93,11.718,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
95et+,2,95,10.766,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
95et+,1,95,11.323,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,78,4.925,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,92,4.676,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,75,4.41,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
tsage,2,77,5.262,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,77,5.403,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,78,4.762,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,91,4.761,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,94,4.91,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
00-04,1,77,7.769,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
00-04,1,78,8.583,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
00-04,1,91,7.03,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
00-04,2,91,4.427,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
00-04,2,93,4.473,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
00-04,1,91,5.756,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
00-04,1,92,7.206,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
00-04,1,93,5.82,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
05-09,1,92,5.629,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
05-09,1,95,6.451,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
05-09,2,77,4.521,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
05-09,2,93,4.375,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
05-09,2,94,3.682,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
05-09,1,77,5.693,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
05-09,1,91,4.72,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
05-09,1,92,4.743,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
05-09,1,93,5.537,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
10-14,1,77,5.039,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
10-14,2,94,2.489,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
10-14,1,77,4.139,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
