cla_age_5,sexe,dept,prev,Niveau prioritaire,no2,o3,pm10
45-49,1,95,0.075,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,2,95,0.064,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,78,0.134,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,91,0.128,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,2,77,0.113,3,30.12328767123288,35.38904109589041,33.2054794520548
50-54,2,78,0.092,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,2,92,0.076,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,2,93,0.085,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,78,0.112,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,93,0.123,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,95,0.107,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,75,0.213,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,78,0.226,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,91,0.229,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,92,0.208,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,94,0.235,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,75,0.175,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,2,91,0.192,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,2,92,0.196,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,75,0.193,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,77,0.24,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,1,92,0.201,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,93,0.226,3,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,94,0.211,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,95,0.205,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,75,0.44,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,92,0.436,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,94,0.519,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,2,77,0.212,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,2,91,0.246,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,2,94,0.262,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,78,0.325,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,92,0.342,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,1,77,0.092,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,93,0.08,3,35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,77,0.049,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,2,91,0.051,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,92,0.054,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,93,0.044,3,35.93150684931507,32.013698630136986,34.78904109589041
tsage,1,77,0.07,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,91,0.067,3,28.649315068493152,34.536986301369865,30.945205479452056
95et+,1,75,0.132,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,78,0.084,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,94,0.084,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,95,0.078,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,75,0.068,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,2,94,0.055,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,75,0.08,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,78,0.069,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,92,0.069,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,1,94,0.069,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,95,0.061,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,1,75,0.011,2,36.11232876712329,29.65205479452055,34.893150684931506
35-39,2,78,0.026,2,27.378082191780823,35.106849315068494,31.126027397260277
35-39,1,91,0.015,2,28.649315068493152,34.536986301369865,30.945205479452056
35-39,1,94,0.02,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,1,77,0.032,2,30.12328767123288,35.38904109589041,33.2054794520548
40-44,1,94,0.056,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,77,0.052,2,30.12328767123288,35.38904109589041,33.2054794520548
40-44,2,93,0.028,2,35.93150684931507,32.013698630136986,34.78904109589041
40-44,2,77,0.042,2,30.12328767123288,35.38904109589041,33.2054794520548
40-44,1,78,0.033,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,77,0.092,2,30.12328767123288,35.38904109589041,33.2054794520548
45-49,1,78,0.08,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,91,0.066,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,77,0.07,2,30.12328767123288,35.38904109589041,33.2054794520548
45-49,2,78,0.064,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,2,93,0.072,2,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,94,0.055,2,33.66027397260274,31.40821917808219,33.74520547945205
45-49,2,95,0.079,2,31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,75,0.069,2,36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,78,0.071,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,94,0.078,2,33.66027397260274,31.40821917808219,33.74520547945205
50-54,1,75,0.183,2,36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,93,0.202,2,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,95,0.179,2,31.115068493150684,35.342465753424655,33.05205479452055
50-54,2,75,0.141,2,36.11232876712329,29.65205479452055,34.893150684931506
50-54,2,77,0.166,2,30.12328767123288,35.38904109589041,33.2054794520548
50-54,2,78,0.15,2,27.378082191780823,35.106849315068494,31.126027397260277
50-54,2,91,0.11,2,28.649315068493152,34.536986301369865,30.945205479452056
50-54,2,93,0.127,2,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,77,0.176,2,30.12328767123288,35.38904109589041,33.2054794520548
50-54,1,92,0.133,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,93,0.164,2,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,94,0.206,2,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,77,0.365,2,30.12328767123288,35.38904109589041,33.2054794520548
55-59,1,92,0.321,2,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,93,0.423,2,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,94,0.336,2,33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,93,0.246,2,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,78,0.269,2,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,94,0.292,2,33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,78,0.651,2,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,91,0.618,2,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,0.762,2,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,77,0.382,2,30.12328767123288,35.38904109589041,33.2054794520548
60-64,2,78,0.391,2,27.378082191780823,35.106849315068494,31.126027397260277
60-64,2,94,0.389,2,33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,75,0.518,2,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,77,0.54,2,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,91,0.5,2,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,91,0.997,2,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,94,0.947,2,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,95,0.913,2,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,77,0.754,2,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,91,0.695,2,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,92,0.716,2,33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,94,0.725,2,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,77,1.252,2,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,77,0.423,2,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,92,0.607,2,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,93,0.467,2,35.93150684931507,32.013698630136986,34.78904109589041
70-74,2,94,0.613,2,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,93,0.891,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,75,1.286,2,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,78,1.107,2,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,94,1.294,2,33.66027397260274,31.40821917808219,33.74520547945205
75-79,2,75,0.82,2,36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,78,0.517,2,27.378082191780823,35.106849315068494,31.126027397260277
75-79,2,91,0.511,2,28.649315068493152,34.536986301369865,30.945205479452056
75-79,2,93,0.508,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,2,94,0.523,2,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,75,1.023,2,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,92,0.876,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,78,1.103,2,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,91,1.268,2,28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,92,1.224,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,95,1.407,2,31.115068493150684,35.342465753424655,33.05205479452055
80-84,2,78,0.546,2,27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,91,0.518,2,28.649315068493152,34.536986301369865,30.945205479452056
80-84,2,92,0.643,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,93,0.44,2,35.93150684931507,32.013698630136986,34.78904109589041
80-84,2,94,0.503,2,33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,75,0.831,2,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,77,0.768,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,94,1.162,2,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,78,0.673,2,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,92,0.709,2,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,93,0.709,2,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,95,0.57,2,31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,91,0.637,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,0.714,2,33.57260273972603,31.04383561643836,33.69315068493151
90-94,1,77,0.392,2,30.12328767123288,35.38904109589041,33.2054794520548
95et+,2,75,0.183,2,36.11232876712329,29.65205479452055,34.893150684931506
95et+,1,75,0.277,2,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,77,0.249,2,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,92,0.225,2,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,75,0.18,2,36.11232876712329,29.65205479452055,34.893150684931506
tsage,2,95,0.116,2,31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,78,0.184,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,92,0.183,2,33.57260273972603,31.04383561643836,33.69315068493151
tsage,1,94,0.193,2,33.66027397260274,31.40821917808219,33.74520547945205
30-34,1,75,0.008,3,36.11232876712329,29.65205479452055,34.893150684931506
35-39,1,75,0.016,3,36.11232876712329,29.65205479452055,34.893150684931506
40-44,1,75,0.021,3,36.11232876712329,29.65205479452055,34.893150684931506
40-44,1,92,0.039,3,33.57260273972603,31.04383561643836,33.69315068493151
40-44,2,93,0.023,3,35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,75,0.016,3,36.11232876712329,29.65205479452055,34.893150684931506
40-44,1,92,0.026,3,33.57260273972603,31.04383561643836,33.69315068493151
40-44,1,94,0.038,3,33.66027397260274,31.40821917808219,33.74520547945205
45-49,1,77,0.07,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,1,78,0.057,3,27.378082191780823,35.106849315068494,31.126027397260277
45-49,2,78,0.046,3,27.378082191780823,35.106849315068494,31.126027397260277
45-49,2,91,0.053,3,28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,92,0.031,3,33.57260273972603,31.04383561643836,33.69315068493151
45-49,2,95,0.053,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,78,0.052,3,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,91,0.055,3,28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,93,0.058,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,1,94,0.061,3,33.66027397260274,31.40821917808219,33.74520547945205
50-54,1,77,0.138,3,30.12328767123288,35.38904109589041,33.2054794520548
50-54,1,93,0.162,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,95,0.137,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,2,94,0.09,3,33.66027397260274,31.40821917808219,33.74520547945205
50-54,1,77,0.125,3,30.12328767123288,35.38904109589041,33.2054794520548
50-54,1,91,0.098,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,92,0.093,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,94,0.136,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,93,0.302,3,35.93150684931507,32.013698630136986,34.78904109589041
55-59,2,93,0.157,3,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,78,0.183,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,91,0.21,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,78,0.408,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,95,0.411,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,2,78,0.252,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,91,0.33,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,0.356,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,1,94,0.383,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,78,0.601,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,91,0.7,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,92,0.577,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,93,0.689,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,75,0.398,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,2,91,0.243,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,77,0.466,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,91,0.682,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,93,0.282,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,94,0.547,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,93,0.819,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,2,93,0.29,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,2,95,0.229,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,78,0.477,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,91,0.491,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,92,0.517,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,93,0.542,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,77,0.72,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,91,0.766,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,95,0.879,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,2,94,0.311,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,75,0.439,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,77,0.471,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,93,0.529,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,75,0.582,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,92,0.595,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,95,0.454,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,2,78,0.233,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,92,0.422,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,93,0.346,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,94,0.36,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,78,0.478,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,75,0.191,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,2,93,0.207,3,35.93150684931507,32.013698630136986,34.78904109589041
90-94,1,95,0.267,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,78,0.147,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,93,0.155,3,35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,77,0.081,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,2,92,0.092,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,93,0.069,3,35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,94,0.09,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,75,0.134,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,78,0.114,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,94,0.124,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,95,0.106,3,31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,93,0.021,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,77,0.024,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,2,92,0.024,3,33.57260273972603,31.04383561643836,33.69315068493151
45-49,2,93,0.031,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,95,0.026,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,78,0.02,3,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,94,0.018,3,33.66027397260274,31.40821917808219,33.74520547945205
45-49,2,95,0.025,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,75,0.056,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,77,0.048,3,30.12328767123288,35.38904109589041,33.2054794520548
50-54,1,91,0.045,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,92,0.045,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,93,0.04,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,2,75,0.042,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,2,77,0.052,3,30.12328767123288,35.38904109589041,33.2054794520548
50-54,2,78,0.058,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,2,91,0.041,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,2,92,0.036,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,2,93,0.042,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,2,94,0.062,3,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,95,0.039,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,75,0.049,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,77,0.05,3,30.12328767123288,35.38904109589041,33.2054794520548
50-54,1,78,0.048,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,93,0.041,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,95,0.04,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,91,0.12,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,2,75,0.092,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,2,77,0.106,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,2,92,0.081,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,2,93,0.089,3,35.93150684931507,32.013698630136986,34.78904109589041
55-59,2,94,0.064,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,95,0.1,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,77,0.109,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,1,78,0.086,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,92,0.096,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,93,0.104,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,1,91,0.199,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,0.224,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,1,94,0.217,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,95,0.244,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,2,75,0.147,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,2,91,0.144,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,75,0.17,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,77,0.194,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,95,0.19,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,78,0.31,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,91,0.297,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,93,0.354,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,92,0.179,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,2,95,0.161,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,93,0.268,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,1,94,0.257,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,95,0.21,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,91,0.513,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,1,95,0.39,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,2,95,0.182,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,93,0.307,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,75,0.533,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,95,0.526,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,2,91,0.185,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,2,95,0.243,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,93,0.38,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,95,0.372,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,75,0.489,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,91,0.502,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,95,0.528,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,2,77,0.129,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,2,91,0.225,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,2,95,0.191,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,77,0.296,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,91,0.342,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,92,0.39,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,93,0.316,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,95,0.329,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,75,0.506,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,94,0.568,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,2,95,0.182,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,91,0.336,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,1,92,0.288,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,93,0.363,3,35.93150684931507,32.013698630136986,34.78904109589041
90-94,1,92,0.345,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,1,93,0.544,3,35.93150684931507,32.013698630136986,34.78904109589041
90-94,2,78,0.183,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,92,0.145,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,1,75,0.225,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,91,0.184,3,28.649315068493152,34.536986301369865,30.945205479452056
